make[1]: se entra en el directorio '/home/gustavo/src/papers/2024/energy/c++'
#program;length;compiler;opt;energy(J);time(s);run
bvector;1024;g++;-O2;80,39;2,343186929;6
bvector;1024;g++;-O2;79,41;2,338470735;7
bvector;1024;g++;-O2;79,79;2,344439370;8
bvector;1024;g++;-O2;79,01;2,342323475;9
bvector;1024;g++;-O2;78,90;2,337303974;10
bvector;1024;g++;-O2;79,04;2,341158517;11
bvector;1024;g++;-O2;78,22;2,340858908;12
bvector;1024;g++;-O2;79,05;2,345224075;13
bvector;1024;g++;-O2;79,11;2,340226185;14
bvector;2048;g++;-O2;168,57;5,045364992;0
bvector;2048;g++;-O2;173,10;4,969464302;1
bvector;2048;g++;-O2;173,63;5,033917257;2
bvector;2048;g++;-O2;171,86;4,966166970;3
bvector;2048;g++;-O2;171,37;5,048594056;4
bvector;2048;g++;-O2;169,72;5,075462972;5
bvector;2048;g++;-O2;171,39;4,960852578;6
bvector;2048;g++;-O2;171,70;4,970765965;7
bvector;2048;g++;-O2;171,40;5,054546892;8
bvector;2048;g++;-O2;168,27;5,074953029;9
bvector;2048;g++;-O2;168,98;5,080230612;10
bvector;2048;g++;-O2;168,58;5,077884337;11
bvector;2048;g++;-O2;169,04;5,045643452;12
bvector;2048;g++;-O2;172,26;4,964438149;13
bvector;2048;g++;-O2;171,94;5,052232586;14
cvector;512;g++;-O2;24,95;0,710409978;0
cvector;512;g++;-O2;24,29;0,703711048;1
cvector;512;g++;-O2;23,77;0,702239298;2
cvector;512;g++;-O2;24,33;0,708870872;3
cvector;512;g++;-O2;24,22;0,708754414;4
cvector;512;g++;-O2;24,41;0,712347960;5
cvector;512;g++;-O2;24,41;0,699280378;6
cvector;512;g++;-O2;23,91;0,699439796;7
cvector;512;g++;-O2;23,82;0,698721834;8
cvector;512;g++;-O2;23,90;0,699333577;9
cvector;512;g++;-O2;24,29;0,709159731;10
cvector;512;g++;-O2;24,10;0,707848520;11
cvector;512;g++;-O2;23,85;0,707690415;12
cvector;512;g++;-O2;24,14;0,708300266;13
cvector;512;g++;-O2;23,99;0,708057101;14
cvector;1024;g++;-O2;53,03;1,530830293;0
cvector;1024;g++;-O2;52,27;1,555098728;1
cvector;1024;g++;-O2;52,91;1,545645260;2
cvector;1024;g++;-O2;52,99;1,533545798;3
cvector;1024;g++;-O2;52,97;1,547219074;4
cvector;1024;g++;-O2;52,44;1,545256531;5
cvector;1024;g++;-O2;52,18;1,546232195;6
cvector;1024;g++;-O2;52,26;1,547786239;7
cvector;1024;g++;-O2;52,13;1,545575197;8
cvector;1024;g++;-O2;52,39;1,528010316;9
cvector;1024;g++;-O2;52,56;1,531329710;10
cvector;1024;g++;-O2;52,53;1,532526197;11
cvector;1024;g++;-O2;52,88;1,546261389;12
cvector;1024;g++;-O2;53,29;1,531806211;13
cvector;1024;g++;-O2;53,12;1,549083163;14
cvector;2048;g++;-O2;108,45;3,242485140;0
cvector;2048;g++;-O2;108,29;3,239787799;1
cvector;2048;g++;-O2;108,40;3,258880364;2
cvector;2048;g++;-O2;109,07;3,242038966;3
cvector;2048;g++;-O2;108,10;3,243497582;4
cvector;2048;g++;-O2;108,57;3,244762306;5
cvector;2048;g++;-O2;108,70;3,256597738;6
cvector;2048;g++;-O2;107,36;3,252259109;7
cvector;2048;g++;-O2;109,15;3,243195828;8
cvector;2048;g++;-O2;108,44;3,204434420;9
cvector;2048;g++;-O2;110,52;3,248009336;10
cvector;2048;g++;-O2;108,75;3,261318301;11
cvector;2048;g++;-O2;108,99;3,242474350;12
cvector;2048;g++;-O2;108,71;3,216898767;13
cvector;2048;g++;-O2;108,40;3,200847566;14
string;512;g++;-O2;25,93;0,725964416;0
string;512;g++;-O2;24,39;0,723775877;1
string;512;g++;-O2;24,50;0,723768623;2
string;512;g++;-O2;25,08;0,739081494;3
string;512;g++;-O2;25,31;0,729573352;4
string;512;g++;-O2;25,07;0,739885026;5
string;512;g++;-O2;25,49;0,728514223;6
string;512;g++;-O2;24,45;0,727490039;7
string;512;g++;-O2;25,31;0,734299636;8
string;512;g++;-O2;24,77;0,734640814;9
string;512;g++;-O2;25,15;0,739359643;10
string;512;g++;-O2;25,14;0,724799209;11
string;512;g++;-O2;25,35;0,737809686;12
string;512;g++;-O2;25,42;0,739901657;13
string;512;g++;-O2;25,14;0,734771428;14
string;1024;g++;-O2;53,49;1,597790361;0
string;1024;g++;-O2;53,34;1,597071597;1
string;1024;g++;-O2;54,79;1,598377519;2
string;1024;g++;-O2;54,96;1,581457123;3
string;1024;g++;-O2;54,25;1,595922830;4
string;1024;g++;-O2;53,71;1,598207771;5
string;1024;g++;-O2;53,69;1,597076366;6
string;1024;g++;-O2;53,85;1,597958986;7
string;1024;g++;-O2;53,93;1,599161774;8
string;1024;g++;-O2;54,10;1,597660920;9
string;1024;g++;-O2;53,99;1,596408218;10
string;1024;g++;-O2;54,19;1,598409448;11
string;1024;g++;-O2;54,10;1,597470152;12
string;1024;g++;-O2;53,75;1,598112683;13
string;1024;g++;-O2;54,65;1,595953377;14
string;2048;g++;-O2;112,29;3,373821939;0
