make[1]: se entra en el directorio '/home/gustavo/src/papers/2024/energy/c++'
#program;length;compiler;opt;energy(J);time(s);run
bitset;2048;clang++;-O2;254,26;8,229996398;6
bitset;2048;clang++;-O2;255,84;8,208448574;7
bitset;2048;clang++;-O2;253,44;8,174785784;8
bitset;2048;clang++;-O2;254,25;8,177215035;9
bitset;2048;clang++;-O2;253,64;8,174902502;10
bitset;2048;clang++;-O2;252,36;8,172430231;11
bitset;2048;clang++;-O2;254,15;8,173220219;12
bitset;2048;clang++;-O2;252,74;8,155918099;13
bitset;2048;clang++;-O2;252,61;8,171482349;14
bvector;512;clang++;-O2;62,66;1,983851403;0
bvector;512;clang++;-O2;62,63;1,983038383;1
bvector;512;clang++;-O2;62,78;1,990371970;2
bvector;512;clang++;-O2;62,74;1,980548859;3
bvector;512;clang++;-O2;63,33;1,995251831;4
bvector;512;clang++;-O2;62,67;1,989749186;5
bvector;512;clang++;-O2;62,70;1,989972493;6
bvector;512;clang++;-O2;63,14;1,992074241;7
bvector;512;clang++;-O2;62,75;1,993488375;8
bvector;512;clang++;-O2;62,77;1,990395995;9
bvector;512;clang++;-O2;63,18;1,990812073;10
bvector;512;clang++;-O2;62,56;1,992748512;11
bvector;512;clang++;-O2;62,53;1,988737345;12
bvector;512;clang++;-O2;62,70;1,991082198;13
bvector;512;clang++;-O2;62,38;1,980427673;14
bvector;1024;clang++;-O2;129,39;4,079936179;0
bvector;1024;clang++;-O2;127,86;4,055869697;1
bvector;1024;clang++;-O2;129,38;4,077927756;2
bvector;1024;clang++;-O2;128,07;4,056955587;3
bvector;1024;clang++;-O2;128,57;4,052796524;4
bvector;1024;clang++;-O2;129,78;4,077986676;5
bvector;1024;clang++;-O2;129,48;4,081859986;6
bvector;1024;clang++;-O2;128,43;4,073349409;7
bvector;1024;clang++;-O2;130,72;4,074789160;8
bvector;1024;clang++;-O2;127,19;4,053355468;9
bvector;1024;clang++;-O2;128,83;4,081242622;10
bvector;1024;clang++;-O2;128,52;4,057255457;11
bvector;1024;clang++;-O2;129,02;4,078261249;12
bvector;1024;clang++;-O2;128,07;4,063568677;13
bvector;1024;clang++;-O2;129,83;4,079223027;14
bvector;2048;clang++;-O2;262,57;8,318769263;0
bvector;2048;clang++;-O2;264,34;8,332317908;1
bvector;2048;clang++;-O2;263,19;8,323003698;2
bvector;2048;clang++;-O2;266,14;8,334426929;3
bvector;2048;clang++;-O2;266,41;8,325676915;4
bvector;2048;clang++;-O2;263,93;8,277289855;5
bvector;2048;clang++;-O2;263,00;8,280655084;6
bvector;2048;clang++;-O2;265,81;8,333123383;7
