engine;pkg;cpu;sleep
mt11213b;1.77;0.043401884;1.17
mt11213b;1.72;0.042176003;1.15
mt11213b;1.81;0.040886816;1.14
mt11213b;1.68;0.041382194;1.14
mt11213b;1.70;0.042721276;1.17
mt11213b;1.73;0.042053244;1.14
mt11213b;1.72;0.042872631;1.17
mt11213b;1.78;0.040901924;1.11
mt11213b;1.71;0.041857106;1.16
mt11213b;1.69;0.042350071;1.17
mt11213b;1.77;0.042396858;1.13
mt11213b;1.69;0.040755348;1.17
mt11213b;1.65;0.041708867;1.10
mt11213b;1.69;0.042484713;1.17
mt11213b;1.69;0.041670375;1.13
mt11213b;1.73;0.042953603;1.15
mt11213b;1.72;0.042479973;1.18
mt11213b;1.70;0.041469697;1.15
mt11213b;1.88;0.046137887;1.25
mt11213b;1.69;0.041963074;1.09
mt11213b;1.66;0.041065619;1.10
mt11213b;1.80;0.041614340;1.13
mt11213b;1.72;0.041585927;1.12
mt11213b;1.75;0.043377578;1.17
mt11213b;1.66;0.040970192;1.12
mt11213b;1.71;0.043333676;1.19
mt11213b;1.70;0.041540061;1.13
mt11213b;1.70;0.042206080;1.14
mt11213b;1.72;0.041437427;1.11
rand;11.74;0.333012353;7.68
rand;11.20;0.331453487;7.03
rand;11.05;0.335769386;7.13
rand;10.72;0.332139596;7.26
rand;10.95;0.332828439;7.09
rand;11.07;0.333026560;7.18
rand;10.95;0.332184591;6.99
rand;10.82;0.332300438;7.07
rand;11.01;0.332637280;7.00
rand;10.89;0.328427773;6.95
rand;11.12;0.332710868;7.02
rand;10.91;0.332848562;7.09
rand;11.10;0.333276381;7.32
rand;11.05;0.327416464;7.22
rand;11.39;0.333770468;7.18
rand;11.10;0.332485551;7.25
rand;11.41;0.333160254;7.35
rand;11.42;0.326801663;7.47
rand;10.94;0.333588977;7.22
rand;11.36;0.329222758;7.03
rand;11.23;0.332127139;7.30
rand;10.88;0.332731761;7.19
rand;11.61;0.334064099;7.12
rand;10.72;0.331610101;7.23
rand;10.92;0.325250046;7.05
