engine;pkg;cpu;sleep
rand;39.07;1.516295863;30.09
rand;39.24;1.516718058;30.11
rand;39.69;1.518442254;30.12
rand;39.38;1.515289981;30.15
rand;39.33;1.516775487;30.13
rand;39.12;1.516212313;30.14
rand;39.59;1.516911797;30.12
rand;38.97;1.515083741;30.15
rand;39.40;1.516797003;30.18
rand;39.04;1.514234558;30.21
rand;39.54;1.517409582;30.16
rand;39.42;1.523522014;30.21
rand;39.42;1.517006741;30.17
rand;39.12;1.514163560;30.24
rand;39.48;1.517610455;30.11
rand;39.54;1.518405560;30.10
rand;39.38;1.516956530;30.17
rand;39.41;1.516578054;30.06
rand;39.01;1.514076570;30.00
rand;39.03;1.514138409;30.00
rand;39.03;1.514203958;29.93
rand;39.39;1.517512239;30.08
rand;39.07;1.515242670;29.92
rand;39.10;1.515985089;29.96
rand;39.09;1.516763548;30.00
rand;39.95;1.526789165;30.18
rand;39.67;1.517905680;30.06
rand;39.17;1.514249352;29.98
rand;38.90;1.514577099;30.00
rand;39.89;1.517158865;30.03
rand;39.04;1.514150260;29.89
rand;39.10;1.514194360;29.93
rand;39.23;1.516767214;30.10
rand;39.46;1.518662248;30.15
rand;39.15;1.516725350;30.08
rand;39.56;1.518031335;30.12
rand;39.56;1.518090068;30.18
rand;39.64;1.518413758;30.16
rand;39.50;1.518385357;30.12
rand;39.23;1.516549570;30.04
rand;39.25;1.515591443;30.21
rand;39.44;1.525598094;30.28
rand;39.26;1.515559469;30.09
rand;38.94;1.515730929;30.10
rand;39.08;1.514216531;30.13
rand;38.86;1.514973873;30.01
rand;39.45;1.516806526;30.13
rand;39.49;1.517877272;30.16
rand;39.30;1.516621493;30.16
rand;39.19;1.516720061;30.02
rand;39.06;1.514084179;30.03
rand;39.46;1.516992886;30.05
rand;39.37;1.516609538;30.10
rand;39.81;1.527049586;30.29
rand;39.56;1.518787689;30.12
rand;38.92;1.514175934;30.06
rand;39.15;1.516760460;30.08
rand;39.35;1.516646847;29.95
rand;38.83;1.522336995;30.11
rand;38.88;1.515817195;29.95
rand;39.66;1.517191514;30.05
rand;39.38;1.525338858;30.27
rand;39.64;1.517029955;30.26
rand;39.32;1.516714899;30.13
rand;39.47;1.516854315;30.15
rand;39.67;1.518276578;30.25
rand;39.84;1.528096994;30.42
rand;39.49;1.517992411;30.10
rand;39.27;1.515611958;30.03
rand;39.16;1.514350192;29.98
rand;39.15;1.516741506;30.12
