#program;length;compiler;opt;energy(J);time(s);seed
string;2048;clang++;-O3;26.02;0.927353529;34
string;2048;clang++;-O3;26.14;0.926071192;35
string;2048;clang++;-O3;25.99;0.928610028;36
string;2048;clang++;-O3;26.12;0.923126247;37
string;2048;clang++;-O3;25.90;0.927578490;38
string;2048;clang++;-O3;25.90;0.928963118;39
string;2048;clang++;-O3;26.12;0.929604598;40
string;2048;clang++;-O3;26.14;0.925635658;41
string;2048;clang++;-O3;26.04;0.925758828;42
string;2048;clang++;-O3;26.09;0.927395768;43
string;2048;clang++;-O3;26.16;0.925796248;44
string;2048;clang++;-O3;26.08;0.929332569;45
string;2048;clang++;-O3;26.13;0.928787931;46
string;2048;clang++;-O3;26.04;0.924848155;47
string;2048;clang++;-O3;25.98;0.929257489;48
string;2048;clang++;-O3;26.03;0.926316691;49
string;2048;clang++;-O3;25.83;0.927076050;50
string;2048;clang++;-O3;26.33;0.925079157;51
string;2048;clang++;-O3;26.07;0.927573401;52
string;2048;clang++;-O3;26.18;0.924312123;53
string;2048;clang++;-O3;26.00;0.927319495;54
string;2048;clang++;-O3;26.11;0.925942542;55
string;2048;clang++;-O3;26.09;0.927708442;56
string;2048;clang++;-O3;26.02;0.924315168;57
string;2048;clang++;-O3;26.80;0.927524559;58
string;2048;clang++;-O3;26.04;0.929037748;59
string;2048;clang++;-O3;25.97;0.926286244;60
string;2048;clang++;-O3;26.15;0.924360745;61
string;2048;clang++;-O3;26.04;0.928646657;62
string;2048;clang++;-O3;26.01;0.929444849;63
string;2048;clang++;-O3;26.02;0.929414773;64
string;2048;clang++;-O3;26.11;0.927869103;65
string;2048;clang++;-O3;26.01;0.928570614;66
string;2048;clang++;-O3;25.88;0.928043970;67
string;2048;clang++;-O3;26.29;0.928851691;68
string;2048;clang++;-O3;26.17;0.924358080;69
string;2048;clang++;-O3;26.03;0.927759188;70
string;2048;clang++;-O3;26.01;0.928241209;71
string;2048;clang++;-O3;25.95;0.930045662;72
string;2048;clang++;-O3;26.01;0.927626680;73
string;2048;clang++;-O3;26.02;0.928851480;74
string;2048;clang++;-O3;25.99;0.928213066;75
string;2048;clang++;-O3;26.13;0.927956467;76
string;2048;clang++;-O3;26.15;0.929389656;77
string;2048;clang++;-O3;26.11;0.927366033;78
string;2048;clang++;-O3;26.16;0.932464986;79
string;2048;clang++;-O3;26.11;0.928609537;80
string;2048;clang++;-O3;26.13;0.928767673;81
string;2048;clang++;-O3;25.87;0.926849116;82
string;2048;clang++;-O3;26.06;0.928599088;83
string;2048;clang++;-O3;25.89;0.928857110;84
string;2048;clang++;-O3;26.21;0.928629104;85
string;2048;clang++;-O3;25.88;0.926241100;86
string;2048;clang++;-O3;26.12;0.928214088;87
string;2048;clang++;-O3;26.01;0.929013893;88
string;2048;clang++;-O3;25.94;0.928166018;89
string;2048;clang++;-O3;25.88;0.927393164;90
string;2048;clang++;-O3;26.08;0.928725625;91
string;2048;clang++;-O3;25.99;0.924382615;92
string;2048;clang++;-O3;25.86;0.927337058;93
string;2048;clang++;-O3;26.08;0.929740553;94
string;2048;clang++;-O3;26.13;0.928944944;95
string;2048;clang++;-O3;26.03;0.929310649;96
string;2048;clang++;-O3;26.20;0.924606243;97
string;2048;clang++;-O3;26.11;0.928146391;98
string;2048;clang++;-O3;26.11;0.924295172;99
bitset;512;g++;-O2;5.73;0.200778244;00
bitset;512;g++;-O2;5.73;0.200886486;01
bitset;512;g++;-O2;5.68;0.200892558;02
bitset;512;g++;-O2;5.69;0.201718141;03
bitset;512;g++;-O2;5.77;0.201757745;04
bitset;512;g++;-O2;5.62;0.201933143;05
bitset;512;g++;-O2;5.73;0.200745533;06
bitset;512;g++;-O2;5.67;0.201037660;07
bitset;512;g++;-O2;5.70;0.201808540;08
bitset;512;g++;-O2;5.70;0.201655915;09
bitset;512;g++;-O2;5.66;0.201671063;10
bitset;512;g++;-O2;5.72;0.201784115;11
bitset;512;g++;-O2;5.62;0.201776861;12
bitset;512;g++;-O2;5.73;0.201992434;13
bitset;512;g++;-O2;5.83;0.200679139;14
bitset;512;g++;-O2;5.67;0.200802640;15
bitset;512;g++;-O2;5.68;0.201464888;16
bitset;512;g++;-O2;5.66;0.201681713;17
bitset;512;g++;-O2;5.68;0.201821234;18
bitset;512;g++;-O2;5.72;0.201671203;19
bitset;512;g++;-O2;5.63;0.201973789;20
bitset;512;g++;-O2;5.71;0.201753477;21
bitset;512;g++;-O2;5.69;0.200979190;22
bitset;512;g++;-O2;5.71;0.201793281;23
bitset;512;g++;-O2;5.83;0.200704797;24
bitset;512;g++;-O2;5.69;0.201776992;25
bitset;512;g++;-O2;5.69;0.202246659;26
bitset;512;g++;-O2;5.70;0.200712320;27
bitset;512;g++;-O2;5.65;0.201577358;28
bitset;512;g++;-O2;5.73;0.201826634;29
bitset;512;g++;-O2;5.72;0.201685751;30
bitset;512;g++;-O2;5.73;0.200779776;31
bitset;512;g++;-O2;5.70;0.201740513;32
bitset;512;g++;-O2;5.69;0.201793984;33
bitset;512;g++;-O2;5.75;0.202001301;34
bitset;512;g++;-O2;5.70;0.201694457;35
bitset;512;g++;-O2;5.70;0.200689458;36
bitset;512;g++;-O2;5.72;0.201078977;37
bitset;512;g++;-O2;5.72;0.201699426;38
bitset;512;g++;-O2;5.75;0.201975493;39
bitset;512;g++;-O2;5.70;0.201939105;40
bitset;512;g++;-O2;5.73;0.202066593;41
bitset;512;g++;-O2;5.67;0.201013794;42
bitset;512;g++;-O2;5.74;0.202048538;43
bitset;512;g++;-O2;5.69;0.201675021;44
bitset;512;g++;-O2;5.63;0.201601223;45
bitset;512;g++;-O2;5.65;0.201699696;46
bitset;512;g++;-O2;5.66;0.201683547;47
bitset;512;g++;-O2;5.66;0.201756593;48
bitset;512;g++;-O2;5.71;0.201746995;49
bitset;512;g++;-O2;5.65;0.201766111;50
bitset;512;g++;-O2;5.66;0.201847953;51
bitset;512;g++;-O2;5.72;0.200776831;52
bitset;512;g++;-O2;5.73;0.201032589;53
bitset;512;g++;-O2;5.67;0.201657107;54
bitset;512;g++;-O2;5.72;0.201625959;55
bitset;512;g++;-O2;5.70;0.200653260;56
bitset;512;g++;-O2;5.65;0.201371653;57
bitset;512;g++;-O2;5.66;0.201749921;58
bitset;512;g++;-O2;5.64;0.201658880;59
bitset;512;g++;-O2;5.72;0.200880586;60
bitset;512;g++;-O2;5.71;0.202139559;61
bitset;512;g++;-O2;5.66;0.201857572;62
bitset;512;g++;-O2;5.73;0.201179324;63
bitset;512;g++;-O2;5.72;0.201888109;64
bitset;512;g++;-O2;5.72;0.201688275;65
bitset;512;g++;-O2;5.76;0.201888921;66
bitset;512;g++;-O2;5.70;0.201923576;67
bitset;512;g++;-O2;5.66;0.201832466;68
bitset;512;g++;-O2;5.77;0.201139199;69
bitset;512;g++;-O2;5.66;0.200987345;70
bitset;512;g++;-O2;5.69;0.201163595;71
bitset;512;g++;-O2;5.66;0.201658310;72
bitset;512;g++;-O2;5.70;0.201789475;73
bitset;512;g++;-O2;5.73;0.201783183;74
bitset;512;g++;-O2;5.69;0.201900853;75
bitset;512;g++;-O2;5.76;0.201088674;76
bitset;512;g++;-O2;5.73;0.201925068;77
bitset;512;g++;-O2;5.69;0.200747235;78
bitset;512;g++;-O2;5.74;0.201994217;79
bitset;512;g++;-O2;5.62;0.201677946;80
bitset;512;g++;-O2;5.71;0.202074848;81
bitset;512;g++;-O2;5.71;0.201838045;82
bitset;512;g++;-O2;5.69;0.202128669;83
bitset;512;g++;-O2;5.69;0.201851701;84
bitset;512;g++;-O2;5.76;0.200853265;85
bitset;512;g++;-O2;5.72;0.201881717;86
bitset;512;g++;-O2;5.68;0.201812217;87
bitset;512;g++;-O2;5.74;0.201944004;88
bitset;512;g++;-O2;5.72;0.201704756;89
bitset;512;g++;-O2;5.71;0.201996661;90
bitset;512;g++;-O2;5.75;0.200805725;91
bitset;512;g++;-O2;5.69;0.201768726;92
bitset;512;g++;-O2;5.82;0.202648260;93
bitset;512;g++;-O2;5.76;0.201775669;94
bitset;512;g++;-O2;5.72;0.202046525;95
bitset;512;g++;-O2;5.70;0.201960194;96
bitset;512;g++;-O2;5.76;0.200989138;97
bitset;512;g++;-O2;5.72;0.201930177;98
bitset;512;g++;-O2;5.73;0.201945596;99
bitset;1024;g++;-O2;11.20;0.399780237;00
bitset;1024;g++;-O2;11.28;0.397934356;01
bitset;1024;g++;-O2;11.30;0.399730143;02
bitset;1024;g++;-O2;11.28;0.399751163;03
bitset;1024;g++;-O2;11.27;0.399657327;04
bitset;1024;g++;-O2;11.29;0.400072142;05
bitset;1024;g++;-O2;11.42;0.399869915;06
bitset;1024;g++;-O2;11.30;0.399898237;07
bitset;1024;g++;-O2;11.28;0.399837244;08
bitset;1024;g++;-O2;11.22;0.399820733;09
bitset;1024;g++;-O2;11.26;0.399809512;10
bitset;1024;g++;-O2;11.28;0.399771180;11
bitset;1024;g++;-O2;11.36;0.397937622;12
bitset;1024;g++;-O2;11.27;0.399822165;13
bitset;1024;g++;-O2;11.25;0.399781269;14
bitset;1024;g++;-O2;11.28;0.399808189;15
bitset;1024;g++;-O2;11.23;0.399598868;16
bitset;1024;g++;-O2;11.36;0.398359481;17
bitset;1024;g++;-O2;11.21;0.398588440;18
bitset;1024;g++;-O2;11.31;0.398848726;19
bitset;1024;g++;-O2;11.26;0.399955024;20
bitset;1024;g++;-O2;11.29;0.397918867;21
bitset;1024;g++;-O2;11.27;0.398302134;22
bitset;1024;g++;-O2;11.30;0.399807298;23
bitset;1024;g++;-O2;11.36;0.398093414;24
bitset;1024;g++;-O2;11.28;0.400289408;25
bitset;1024;g++;-O2;11.30;0.398322131;26
bitset;1024;g++;-O2;11.28;0.399869624;27
bitset;1024;g++;-O2;11.44;0.398160148;28
bitset;1024;g++;-O2;11.29;0.399726277;29
bitset;1024;g++;-O2;11.18;0.399776070;30
bitset;1024;g++;-O2;11.26;0.399943593;31
bitset;1024;g++;-O2;11.48;0.399970673;32
bitset;1024;g++;-O2;11.20;0.399854255;33
bitset;1024;g++;-O2;11.35;0.398129411;34
bitset;1024;g++;-O2;11.21;0.399533897;35
bitset;1024;g++;-O2;11.23;0.398351727;36
bitset;1024;g++;-O2;11.21;0.399538856;37
bitset;1024;g++;-O2;11.29;0.398717971;38
bitset;1024;g++;-O2;11.20;0.398628664;39
bitset;1024;g++;-O2;11.19;0.398787552;40
bitset;1024;g++;-O2;11.36;0.399637019;41
bitset;1024;g++;-O2;11.28;0.399632010;42
bitset;1024;g++;-O2;11.36;0.400040363;43
bitset;1024;g++;-O2;11.25;0.399456702;44
bitset;1024;g++;-O2;11.34;0.399804002;45
bitset;1024;g++;-O2;11.29;0.399889491;46
bitset;1024;g++;-O2;11.27;0.399814381;47
bitset;1024;g++;-O2;11.30;0.398314397;48
bitset;1024;g++;-O2;11.25;0.399632170;49
bitset;1024;g++;-O2;11.31;0.399856830;50
bitset;1024;g++;-O2;11.31;0.399664832;51
bitset;1024;g++;-O2;11.28;0.399877639;52
bitset;1024;g++;-O2;11.35;0.398283118;53
bitset;1024;g++;-O2;11.37;0.399879974;54
bitset;1024;g++;-O2;11.29;0.398180296;55
bitset;1024;g++;-O2;11.19;0.398885615;56
bitset;1024;g++;-O2;11.21;0.399615539;57
bitset;1024;g++;-O2;11.30;0.399681883;58
bitset;1024;g++;-O2;11.37;0.399931259;59
bitset;1024;g++;-O2;11.26;0.399816945;60
bitset;1024;g++;-O2;11.26;0.399833527;61
bitset;1024;g++;-O2;11.40;0.397887419;62
bitset;1024;g++;-O2;11.29;0.399658058;63
bitset;1024;g++;-O2;11.29;0.397955346;64
bitset;1024;g++;-O2;11.18;0.399703093;65
bitset;1024;g++;-O2;11.34;0.397990181;66
bitset;1024;g++;-O2;11.51;0.399773334;67
bitset;1024;g++;-O2;11.35;0.399905933;68
bitset;1024;g++;-O2;11.37;0.398154077;69
bitset;1024;g++;-O2;11.29;0.399579292;70
bitset;1024;g++;-O2;11.32;0.399924898;71
bitset;1024;g++;-O2;11.30;0.400379818;72
bitset;1024;g++;-O2;11.21;0.400160568;73
bitset;1024;g++;-O2;11.26;0.400347427;74
bitset;1024;g++;-O2;11.30;0.400440923;75
bitset;1024;g++;-O2;11.41;0.400663849;76
bitset;1024;g++;-O2;11.29;0.400404524;77
bitset;1024;g++;-O2;11.30;0.397811737;78
bitset;1024;g++;-O2;11.29;0.400344522;79
bitset;1024;g++;-O2;11.36;0.400419192;80
bitset;1024;g++;-O2;11.28;0.398152985;81
bitset;1024;g++;-O2;11.16;0.399575454;82
bitset;1024;g++;-O2;11.33;0.399696471;83
bitset;1024;g++;-O2;11.30;0.397957459;84
bitset;1024;g++;-O2;11.21;0.399841251;85
bitset;1024;g++;-O2;11.36;0.397960234;86
bitset;1024;g++;-O2;11.23;0.398604950;87
bitset;1024;g++;-O2;11.41;0.400491437;88
bitset;1024;g++;-O2;11.46;0.399741355;89
bitset;1024;g++;-O2;11.31;0.400051173;90
bitset;1024;g++;-O2;11.42;0.399886346;91
bitset;1024;g++;-O2;11.33;0.399591685;92
bitset;1024;g++;-O2;11.30;0.398260135;93
bitset;1024;g++;-O2;11.30;0.399818979;94
bitset;1024;g++;-O2;11.24;0.399553483;95
bitset;1024;g++;-O2;11.32;0.400008704;96
bitset;1024;g++;-O2;11.29;0.397826896;97
bitset;1024;g++;-O2;11.36;0.399751865;98
bitset;1024;g++;-O2;11.27;0.399777342;99
bitset;2048;g++;-O2;22.41;0.791945247;00
bitset;2048;g++;-O2;22.41;0.792566018;01
bitset;2048;g++;-O2;22.46;0.794634986;02
bitset;2048;g++;-O2;22.60;0.791998367;03
bitset;2048;g++;-O2;22.28;0.795039943;04
bitset;2048;g++;-O2;22.52;0.791561130;05
bitset;2048;g++;-O2;22.41;0.795490346;06
bitset;2048;g++;-O2;22.33;0.795111537;07
bitset;2048;g++;-O2;22.23;0.794430584;08
bitset;2048;g++;-O2;22.36;0.794419904;09
bitset;2048;g++;-O2;22.29;0.794510483;10
bitset;2048;g++;-O2;22.45;0.792430184;11
bitset;2048;g++;-O2;22.44;0.793104295;12
bitset;2048;g++;-O2;22.43;0.794963700;13
bitset;2048;g++;-O2;22.50;0.795132235;14
bitset;2048;g++;-O2;22.50;0.795032559;15
bitset;2048;g++;-O2;22.54;0.792239487;16
bitset;2048;g++;-O2;22.24;0.794673618;17
bitset;2048;g++;-O2;22.46;0.794867951;18
bitset;2048;g++;-O2;22.31;0.794752836;19
bitset;2048;g++;-O2;22.25;0.794691642;20
bitset;2048;g++;-O2;22.35;0.795182840;21
bitset;2048;g++;-O2;22.47;0.792743079;22
bitset;2048;g++;-O2;22.44;0.794431415;23
bitset;2048;g++;-O2;22.31;0.794833257;24
bitset;2048;g++;-O2;22.47;0.795531752;25
bitset;2048;g++;-O2;22.30;0.794214790;26
bitset;2048;g++;-O2;22.26;0.795100557;27
bitset;2048;g++;-O2;22.29;0.794783825;28
bitset;2048;g++;-O2;22.51;0.791870408;29
bitset;2048;g++;-O2;22.27;0.792570707;30
bitset;2048;g++;-O2;22.47;0.794973459;31
bitset;2048;g++;-O2;22.52;0.791983028;32
bitset;2048;g++;-O2;22.47;0.794999848;33
bitset;2048;g++;-O2;22.49;0.792513259;34
bitset;2048;g++;-O2;22.43;0.794555858;35
bitset;2048;g++;-O2;22.37;0.795570565;36
bitset;2048;g++;-O2;22.23;0.795351185;37
bitset;2048;g++;-O2;22.61;0.792972438;38
bitset;2048;g++;-O2;22.27;0.795006861;39
bitset;2048;g++;-O2;22.65;0.792061715;40
bitset;2048;g++;-O2;22.44;0.795165257;41
bitset;2048;g++;-O2;22.27;0.795091309;42
bitset;2048;g++;-O2;22.32;0.795118350;43
bitset;2048;g++;-O2;22.48;0.792373127;44
bitset;2048;g++;-O2;22.28;0.795152323;45
bitset;2048;g++;-O2;22.47;0.792094697;46
bitset;2048;g++;-O2;22.36;0.794633924;47
bitset;2048;g++;-O2;22.36;0.795607845;48
bitset;2048;g++;-O2;22.32;0.792106087;49
bitset;2048;g++;-O2;22.45;0.792436236;50
bitset;2048;g++;-O2;22.43;0.795297004;51
bitset;2048;g++;-O2;22.36;0.792578231;52
bitset;2048;g++;-O2;22.31;0.795215953;53
bitset;2048;g++;-O2;22.48;0.793066444;54
bitset;2048;g++;-O2;22.46;0.794943012;55
bitset;2048;g++;-O2;22.29;0.795025416;56
bitset;2048;g++;-O2;22.47;0.791799535;57
bitset;2048;g++;-O2;22.43;0.794811757;58
bitset;2048;g++;-O2;22.23;0.794528216;59
bitset;2048;g++;-O2;22.22;0.794376613;60
bitset;2048;g++;-O2;22.56;0.791790839;61
bitset;2048;g++;-O2;22.49;0.792363209;62
bitset;2048;g++;-O2;22.19;0.794470458;63
bitset;2048;g++;-O2;22.37;0.792031479;64
bitset;2048;g++;-O2;22.25;0.795199351;65
bitset;2048;g++;-O2;22.18;0.795730184;66
bitset;2048;g++;-O2;22.22;0.794545830;67
bitset;2048;g++;-O2;22.22;0.794362186;68
bitset;2048;g++;-O2;22.37;0.795195373;69
bitset;2048;g++;-O2;22.58;0.791611844;70
bitset;2048;g++;-O2;22.44;0.795352808;71
bitset;2048;g++;-O2;22.52;0.791961859;72
bitset;2048;g++;-O2;22.37;0.795247121;73
bitset;2048;g++;-O2;22.26;0.794459538;74
bitset;2048;g++;-O2;22.67;0.792130443;75
bitset;2048;g++;-O2;22.37;0.795389126;76
bitset;2048;g++;-O2;22.43;0.794667868;77
bitset;2048;g++;-O2;22.45;0.794822136;78
bitset;2048;g++;-O2;22.30;0.794690490;79
bitset;2048;g++;-O2;22.38;0.794863714;80
bitset;2048;g++;-O2;23.19;0.792331400;81
bitset;2048;g++;-O2;22.36;0.792673489;82
bitset;2048;g++;-O2;22.50;0.793025497;83
bitset;2048;g++;-O2;22.46;0.794986474;84
bitset;2048;g++;-O2;22.27;0.795012392;85
bitset;2048;g++;-O2;22.45;0.795516033;86
bitset;2048;g++;-O2;22.50;0.791424193;87
bitset;2048;g++;-O2;22.42;0.794903859;88
bitset;2048;g++;-O2;22.28;0.794939987;89
bitset;2048;g++;-O2;22.47;0.795316600;90
bitset;2048;g++;-O2;22.55;0.791328654;91
bitset;2048;g++;-O2;22.50;0.795537223;92
bitset;2048;g++;-O2;22.46;0.791849188;93
bitset;2048;g++;-O2;22.24;0.794541281;94
bitset;2048;g++;-O2;22.33;0.795313395;95
bitset;2048;g++;-O2;22.29;0.795124852;96
bitset;2048;g++;-O2;22.47;0.791900975;97
bitset;2048;g++;-O2;22.36;0.794968610;98
bitset;2048;g++;-O2;22.43;0.796457694;99
bvector;512;g++;-O2;6.62;0.220803402;00
bvector;512;g++;-O2;6.47;0.220932885;01
bvector;512;g++;-O2;6.30;0.222050082;02
bvector;512;g++;-O2;6.47;0.220983449;03
bvector;512;g++;-O2;6.36;0.221998185;04
bvector;512;g++;-O2;6.45;0.220875667;05
bvector;512;g++;-O2;6.35;0.222160519;06
bvector;512;g++;-O2;6.38;0.222007482;07
bvector;512;g++;-O2;6.39;0.222036588;08
bvector;512;g++;-O2;6.46;0.220991613;09
bvector;512;g++;-O2;6.33;0.221935729;10
bvector;512;g++;-O2;6.45;0.222127127;11
bvector;512;g++;-O2;6.38;0.222028132;12
bvector;512;g++;-O2;6.43;0.220922494;13
bvector;512;g++;-O2;6.31;0.222090919;14
bvector;512;g++;-O2;6.40;0.222114754;15
bvector;512;g++;-O2;6.62;0.221903388;16
bvector;512;g++;-O2;6.50;0.220918246;17
bvector;512;g++;-O2;6.36;0.221946499;18
bvector;512;g++;-O2;6.37;0.222081482;19
bvector;512;g++;-O2;6.50;0.220831184;20
bvector;512;g++;-O2;6.32;0.222039162;21
bvector;512;g++;-O2;6.37;0.222147815;22
bvector;512;g++;-O2;6.40;0.222101729;23
bvector;512;g++;-O2;6.37;0.221991383;24
bvector;512;g++;-O2;6.48;0.222009006;25
bvector;512;g++;-O2;6.50;0.220967639;26
bvector;512;g++;-O2;6.31;0.222020297;27
bvector;512;g++;-O2;6.38;0.222009667;28
bvector;512;g++;-O2;6.39;0.221979090;29
bvector;512;g++;-O2;6.44;0.221144739;30
bvector;512;g++;-O2;6.40;0.221818640;31
bvector;512;g++;-O2;6.62;0.220965005;32
bvector;512;g++;-O2;6.33;0.222171420;33
bvector;512;g++;-O2;6.38;0.221999448;34
bvector;512;g++;-O2;6.37;0.221853855;35
bvector;512;g++;-O2;6.45;0.222040654;36
bvector;512;g++;-O2;6.38;0.222079598;37
bvector;512;g++;-O2;6.47;0.220770390;38
bvector;512;g++;-O2;6.36;0.222073977;39
bvector;512;g++;-O2;6.36;0.221915180;40
bvector;512;g++;-O2;6.43;0.222945918;41
bvector;512;g++;-O2;6.34;0.222031268;42
bvector;512;g++;-O2;6.43;0.222010339;43
bvector;512;g++;-O2;6.41;0.221921112;44
bvector;512;g++;-O2;6.34;0.221970905;45
bvector;512;g++;-O2;6.32;0.221931411;46
bvector;512;g++;-O2;6.38;0.221950837;47
bvector;512;g++;-O2;6.48;0.221828238;48
bvector;512;g++;-O2;6.36;0.222041076;49
bvector;512;g++;-O2;6.41;0.221578922;50
bvector;512;g++;-O2;6.41;0.222132707;51
bvector;512;g++;-O2;6.30;0.222058849;52
bvector;512;g++;-O2;6.37;0.222272088;53
bvector;512;g++;-O2;6.43;0.222097611;54
bvector;512;g++;-O2;6.51;0.220982186;55
bvector;512;g++;-O2;6.36;0.221909900;56
bvector;512;g++;-O2;6.47;0.222340756;57
bvector;512;g++;-O2;6.36;0.222033682;58
bvector;512;g++;-O2;6.43;0.222065722;59
bvector;512;g++;-O2;6.34;0.221805385;60
bvector;512;g++;-O2;6.36;0.221945808;61
bvector;512;g++;-O2;6.37;0.222038240;62
bvector;512;g++;-O2;6.37;0.222025847;63
bvector;512;g++;-O2;6.55;0.222167964;64
bvector;512;g++;-O2;6.38;0.221894372;65
bvector;512;g++;-O2;6.42;0.222111076;66
bvector;512;g++;-O2;6.40;0.222787672;67
bvector;512;g++;-O2;6.39;0.222063597;68
bvector;512;g++;-O2;6.35;0.222091180;69
bvector;512;g++;-O2;6.42;0.221961347;70
bvector;512;g++;-O2;6.37;0.222045775;71
bvector;512;g++;-O2;6.45;0.220822568;72
bvector;512;g++;-O2;6.50;0.220927915;73
bvector;512;g++;-O2;6.37;0.221918186;74
bvector;512;g++;-O2;6.40;0.222853234;75
bvector;512;g++;-O2;6.44;0.220991384;76
bvector;512;g++;-O2;6.40;0.222033662;77
bvector;512;g++;-O2;6.34;0.221781902;78
bvector;512;g++;-O2;6.48;0.221063207;79
bvector;512;g++;-O2;6.47;0.221967589;80
bvector;512;g++;-O2;6.47;0.220937082;81
bvector;512;g++;-O2;6.39;0.222087212;82
bvector;512;g++;-O2;6.36;0.221957439;83
bvector;512;g++;-O2;6.45;0.221078747;84
bvector;512;g++;-O2;6.41;0.221938815;85
bvector;512;g++;-O2;6.37;0.221866950;86
bvector;512;g++;-O2;6.41;0.221987745;87
bvector;512;g++;-O2;6.48;0.220783755;88
bvector;512;g++;-O2;6.38;0.221825172;89
bvector;512;g++;-O2;6.41;0.222006381;90
bvector;512;g++;-O2;6.36;0.220930049;91
bvector;512;g++;-O2;6.41;0.221966496;92
bvector;512;g++;-O2;6.46;0.220840502;93
bvector;512;g++;-O2;6.31;0.222127677;94
bvector;512;g++;-O2;6.42;0.221028542;95
bvector;512;g++;-O2;6.59;0.220932914;96
bvector;512;g++;-O2;6.38;0.221750212;97
bvector;512;g++;-O2;6.49;0.220908749;98
bvector;512;g++;-O2;6.37;0.221865687;99
bvector;1024;g++;-O2;12.49;0.438600754;00
bvector;1024;g++;-O2;12.66;0.438593380;01
bvector;1024;g++;-O2;12.65;0.438616523;02
bvector;1024;g++;-O2;12.77;0.436870689;03
bvector;1024;g++;-O2;12.67;0.436944969;04
bvector;1024;g++;-O2;12.58;0.438907608;05
bvector;1024;g++;-O2;12.76;0.436887541;06
bvector;1024;g++;-O2;12.58;0.438852444;07
bvector;1024;g++;-O2;12.73;0.436577231;08
bvector;1024;g++;-O2;12.59;0.439102372;09
bvector;1024;g++;-O2;12.68;0.438762165;10
bvector;1024;g++;-O2;12.57;0.438974863;11
bvector;1024;g++;-O2;12.65;0.438811378;12
bvector;1024;g++;-O2;12.51;0.438863214;13
bvector;1024;g++;-O2;12.81;0.436907258;14
bvector;1024;g++;-O2;12.54;0.438831255;15
bvector;1024;g++;-O2;12.63;0.438651489;16
bvector;1024;g++;-O2;12.59;0.439128190;17
bvector;1024;g++;-O2;12.68;0.438825825;18
bvector;1024;g++;-O2;12.67;0.438878343;19
bvector;1024;g++;-O2;12.62;0.439668591;20
bvector;1024;g++;-O2;12.63;0.439474457;21
bvector;1024;g++;-O2;13.02;0.438968100;22
bvector;1024;g++;-O2;12.84;0.439685141;23
bvector;1024;g++;-O2;12.76;0.437073037;24
bvector;1024;g++;-O2;12.54;0.438970114;25
bvector;1024;g++;-O2;12.87;0.436711963;26
bvector;1024;g++;-O2;12.66;0.437163146;27
bvector;1024;g++;-O2;12.63;0.439034485;28
bvector;1024;g++;-O2;12.64;0.438572311;29
bvector;1024;g++;-O2;12.71;0.436773147;30
bvector;1024;g++;-O2;12.64;0.438840001;31
bvector;1024;g++;-O2;12.74;0.436607738;32
bvector;1024;g++;-O2;12.65;0.437188163;33
bvector;1024;g++;-O2;12.57;0.439027853;34
bvector;1024;g++;-O2;12.68;0.437013697;35
bvector;1024;g++;-O2;12.60;0.439243054;36
bvector;1024;g++;-O2;12.72;0.438685322;37
bvector;1024;g++;-O2;12.59;0.439107392;38
bvector;1024;g++;-O2;12.69;0.438725156;39
bvector;1024;g++;-O2;12.64;0.438911404;40
bvector;1024;g++;-O2;12.67;0.438759500;41
bvector;1024;g++;-O2;12.58;0.438721911;42
bvector;1024;g++;-O2;12.68;0.436829272;43
bvector;1024;g++;-O2;12.56;0.438518330;44
bvector;1024;g++;-O2;12.60;0.438918167;45
bvector;1024;g++;-O2;12.62;0.438768418;46
bvector;1024;g++;-O2;12.67;0.438784919;47
bvector;1024;g++;-O2;12.60;0.439081703;48
bvector;1024;g++;-O2;12.60;0.438938566;49
bvector;1024;g++;-O2;12.88;0.436888112;50
bvector;1024;g++;-O2;12.66;0.436880057;51
bvector;1024;g++;-O2;12.50;0.438661578;52
bvector;1024;g++;-O2;12.68;0.436804817;53
bvector;1024;g++;-O2;12.59;0.439006001;54
bvector;1024;g++;-O2;12.52;0.438655396;55
bvector;1024;g++;-O2;12.64;0.439056435;56
bvector;1024;g++;-O2;12.69;0.436545401;57
bvector;1024;g++;-O2;12.58;0.438640188;58
bvector;1024;g++;-O2;12.54;0.438865048;59
bvector;1024;g++;-O2;12.59;0.438805557;60
bvector;1024;g++;-O2;12.59;0.439010681;61
bvector;1024;g++;-O2;12.61;0.439121678;62
bvector;1024;g++;-O2;12.85;0.438734955;63
bvector;1024;g++;-O2;12.65;0.439019116;64
bvector;1024;g++;-O2;12.59;0.439043081;65
bvector;1024;g++;-O2;12.51;0.438617075;66
bvector;1024;g++;-O2;12.63;0.439045375;67
bvector;1024;g++;-O2;12.65;0.438714417;68
bvector;1024;g++;-O2;12.55;0.438982337;69
bvector;1024;g++;-O2;12.64;0.438358241;70
bvector;1024;g++;-O2;12.59;0.438904501;71
bvector;1024;g++;-O2;12.56;0.438427450;72
bvector;1024;g++;-O2;12.65;0.438909150;73
bvector;1024;g++;-O2;12.54;0.438840974;74
bvector;1024;g++;-O2;12.51;0.438827007;75
bvector;1024;g++;-O2;12.86;0.437136957;76
bvector;1024;g++;-O2;12.53;0.438714657;77
bvector;1024;g++;-O2;12.58;0.438938506;78
bvector;1024;g++;-O2;12.68;0.439172202;79
bvector;1024;g++;-O2;12.64;0.436801340;80
